OBJECTID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, Not Hispanic or Latino Population","White alone, Not Hispanic or Latino Population - Margin of Error","Black or African American alone, Not Hispanic or Latino Population","Black or African American alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native alone, Not Hispanic or Latino Population","American Indian and Alaska Native alone, Not Hispanic or Latino Population - Margin of Error","Asian alone, Not Hispanic or Latino Population","Asian alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race alone, Not Hispanic or Latino Population","Some Other Race alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, Non-Hispanic","Percent of Population that is White alone, Non-Hispanic - Margin of Error","Percent of Population that is Black or African American alone, Non-Hispanic","Percent of Population that is Black or African American alone, Non-Hispanic - Margin of Error","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic - Margin of Error","Percent of Population that is Asian alone, Non-Hispanic","Percent of Population that is Asian alone, Non-Hispanic - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic - Margin of Error","Percent of Population that is Some Other Race alone, Non-Hispanic","Percent of Population that is Some Other Race alone, Non-Hispanic - Margin of Error","Percent of Population that is 2 or More Races, Non-Hispanic","Percent of Population that is 2 or More Races, Non-Hispanic - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Shape_Length,Shape_Area
263,01073000800,11487408,0,Census Tract 8,Alabama,Jefferson County,3265,542,106,142,3159,546,0,12,0,12,0,12,0,12,0,12,0,12,3.2,4.315636553,96.8,4.656724381,0,0.367534456,0,0.367534456,0,0.367534456,0,0.367534456,0,0.367534456,0,0.367534456,22130.19477,16582268.45
264,01073001100,10140773,3862,Census Tract 11,Alabama,Jefferson County,4767,851,65,45,4637,864,48,60,0,12,0,12,0,12,0,12,17,31,1.4,0.912066164,97.3,5.191913851,1,1.245751257,0,0.251730648,0,0.251730648,0,0.251730648,0,0.251730648,0.4,0.64718044,20056.80432,14641739.44
265,01073001200,8619493,0,Census Tract 12,Alabama,Jefferson County,2671,896,549,808,2069,307,0,12,45,72,0,12,0,12,0,12,8,14,20.6,29.45458895,77.5,28.41341184,0,0.449269936,1.7,2.635708129,0,0.449269936,0,0.449269936,0,0.449269936,0.3,0.514428357,19334.7285,12436242.17
266,01073001400,2251355,0,Census Tract 14,Alabama,Jefferson County,2064,276,0,12,1969,273,0,12,0,12,0,12,22,33,9,13,64,96,0,0.581395349,95.4,3.495076918,0,0.581395349,0,0.581395349,0,0.581395349,1.1,1.592471366,0.4,0.627140167,3.1,4.632643973,9033.169982,3248143.796
267,01073001500,1900179,0,Census Tract 15,Alabama,Jefferson County,2628,460,171,102,2450,475,0,12,0,12,0,12,0,12,7,15,0,12,6.5,3.710407604,93.2,7.772109542,0,0.456621005,0,0.456621005,0,0.456621005,0,0.456621005,0.3,0.568868861,0,0.456621005,8206.919777,2741713.923
268,01073001600,2646794,0,Census Tract 16,Alabama,Jefferson County,3418,588,443,140,2827,589,0,12,10,22,0,12,0,12,5,17,133,151,13,3.435922669,82.7,9.721215487,0,0.351082504,0.3,0.641680419,0,0.351082504,0,0.351082504,0.1,0.496729825,3.9,4.366778883,9234.5224,3819632.939
269,01073001902,3359549,0,Census Tract 19.02,Alabama,Jefferson County,1879,302,135,72,1431,246,0,12,0,12,0,12,0,12,47,50,266,173,7.2,3.653689049,76.2,4.645072751,0,0.638637573,0,0.638637573,0,0.638637573,0,0.638637573,2.5,2.630445673,14.2,8.921457642,13794.06639,4849992.917
270,01073002000,3638817,0,Census Tract 20,Alabama,Jefferson County,3803,754,1175,435,2285,522,0,12,0,12,0,12,0,12,37,40,306,255,30.9,9.659774038,60.1,6.818671484,0,0.315540363,0,0.315540363,0,0.315540363,0,0.315540363,1,1.033961991,8,6.51269452,13307.89459,5253115.658
271,01073002100,2748006,0,Census Tract 21,Alabama,Jefferson County,2568,712,602,208,1903,641,0,12,0,12,0,12,0,12,0,12,63,102,23.4,4.83323794,74.1,14.17439674,0,0.46728972,0,0.46728972,0,0.46728972,0,0.46728972,0,0.46728972,2.5,3.913288647,10564.35704,3968226.891
272,01073002200,1840624,0,Census Tract 22,Alabama,Jefferson County,2798,482,170,69,2566,465,18,36,23,17,0,12,0,12,21,23,0,12,6.1,2.232916745,91.7,5.158267907,0.6,1.281851732,0.8,0.590844786,0,0.42887777,0,0.42887777,0.8,0.811784139,0,0.42887777,8961.32492,2657150.281
273,01073002303,3227306,0,Census Tract 23.03,Alabama,Jefferson County,2849,533,43,40,2580,528,0,12,0,12,0,12,0,12,36,52,190,167,1.5,1.375314504,90.6,7.512490665,0,0.421200421,0,0.421200421,0,0.421200421,0,0.421200421,1.3,1.80982801,6.7,5.727385317,10879.88763,4657505.15
274,01073002305,2134659,0,Census Tract 23.05,Alabama,Jefferson County,3089,645,2055,605,718,199,0,12,117,125,12,19,20,27,15,19,152,167,66.5,13.80706032,23.2,4.236317843,0,0.388475235,3.8,3.968579166,0.4,0.609713673,0.6,0.863550799,0.5,0.606670954,4.9,5.307747235,8828.001658,3080289.691
275,01073002306,4736380,1999,Census Tract 23.06,Alabama,Jefferson County,4383,824,3661,817,560,210,0,12,31,24,0,12,12,18,30,36,89,88,83.5,10.0434716,12.8,4.145646479,0,0.273785079,0.7,0.531180462,0,0.273785079,0.3,0.407439329,0.7,0.811212859,2,1.971131474,14212.12557,6835537.239
276,01073002900,2333965,0,Census Tract 29,Alabama,Jefferson County,1812,288,44,77,1662,374,0,12,0,12,0,12,0,12,12,20,94,125,2.4,4.231885337,91.7,14.61129107,0,0.662251656,0,0.662251656,0,0.662251656,0,0.662251656,0.7,1.098722346,5.2,6.849002556,9654.464895,3366327.365
277,01073003001,2443235,0,Census Tract 30.01,Alabama,Jefferson County,3595,482,1060,238,2241,439,0,12,29,32,0,12,9,18,46,42,210,115,29.5,5.310386583,62.3,8.903137883,0,0.33379694,0.8,0.883530014,0,0.33379694,0.3,0.499569072,1.3,1.155624613,5.8,3.101530216,9324.900194,3523865.31
278,01073003002,1778825,0,Census Tract 30.02,Alabama,Jefferson County,2748,452,64,48,2548,451,0,12,0,12,0,12,0,12,27,25,109,135,2.3,1.704200873,92.7,6.062353298,0,0.436681223,0,0.436681223,0,0.436681223,0,0.436681223,1,0.895283108,4,4.86914829,7671.421631,2565577.198
279,01073003100,2244334,0,Census Tract 31,Alabama,Jefferson County,3687,606,250,245,3403,555,0,12,0,12,0,12,0,12,24,40,10,15,6.8,6.550845646,92.3,21.37103724,0,0.32546786,0,0.32546786,0,0.32546786,0,0.32546786,0.7,1.079604542,0.3,0.404385118,7836.636612,3236518.297
280,01073003200,1158192,0,Census Tract 32,Alabama,Jefferson County,1107,217,32,27,1019,235,0,12,0,12,0,12,0,12,5,8,51,74,2.9,2.372287583,92.1,11.18286323,0,1.08401084,0,1.08401084,0,1.08401084,0,1.08401084,0.5,0.717229674,4.6,6.623449022,7276.162994,1670339.347
281,01073003300,1973655,0,Census Tract 33,Alabama,Jefferson County,1685,801,0,12,1202,347,0,12,0,12,0,12,0,12,474,712,9,14,0,0.712166172,71.3,39.67403272,0,0.712166172,0,0.712166172,0,0.712166172,0,0.712166172,28.1,40.08339872,0.5,0.791113331,7759.76742,2846921.52
282,01073003400,2058536,0,Census Tract 34,Alabama,Jefferson County,2308,435,49,50,2108,426,0,12,0,12,0,12,0,12,54,81,97,104,2.1,2.129102986,91.3,6.659590064,0,0.519930676,0,0.519930676,0,0.519930676,0,0.519930676,2.3,3.481717771,4.2,4.435896757,7474.753403,2968526.479
283,01073003500,7536189,10985,Census Tract 35,Alabama,Jefferson County,2337,667,298,276,1961,533,0,12,0,12,0,12,0,12,54,85,24,37,12.8,11.2352785,83.9,33.07130179,0,0.513478819,0,0.513478819,0,0.513478819,0,0.513478819,2.3,3.576853969,1,1.555858791,14309.31403,10883531.31
284,01073003600,2332799,0,Census Tract 36,Alabama,Jefferson County,4385,695,145,84,4170,711,0,12,0,12,0,12,0,12,0,12,70,108,3.3,1.842532326,95.1,5.977394262,0,0.273660205,0,0.273660205,0,0.273660205,0,0.273660205,0,0.273660205,1.6,2.449911575,8158.827005,3362452.551
285,01073003700,2416628,0,Census Tract 37,Alabama,Jefferson County,4285,978,185,103,3961,954,0,12,26,41,0,12,0,12,92,86,21,28,4.3,2.192473487,92.4,7.109546778,0,0.280046674,0.6,0.946751009,0,0.280046674,0,0.280046674,2.1,1.946258378,0.5,0.643797451,9038.346801,3484252.67
286,01073003802,3230876,0,Census Tract 38.02,Alabama,Jefferson County,5474,1693,96,95,5300,1698,0,17,0,17,0,17,0,17,78,118,0,17,1.8,1.648539784,96.8,8.093353895,0,0.310559006,0,0.310559006,0,0.310559006,0,0.310559006,1.4,2.110115936,0,0.310559006,11924.56968,4656288.296
287,01073003803,2707535,0,Census Tract 38.03,Alabama,Jefferson County,3514,582,61,62,3110,516,54,65,6,10,0,12,0,12,120,166,163,166,1.7,1.740788535,88.5,0.872552426,1.5,1.832150263,0.2,0.283167376,0,0.341491178,0,0.341491178,3.4,4.689980786,4.6,4.661071769,10452.11441,3902720.256
288,01073003900,2232850,0,Census Tract 39,Alabama,Jefferson County,1265,346,27,32,974,278,0,12,10,15,0,12,0,12,45,53,209,124,2.1,2.461358562,77,6.280317976,0,0.948616601,0.8,1.165890801,0,0.948616601,0,0.948616601,3.6,4.075177973,16.5,8.698575836,10164.54118,3219446.302
289,01073004000,2358916,0,Census Tract 40,Alabama,Jefferson County,2533,415,167,135,2104,368,11,19,0,12,0,12,13,22,18,30,220,176,6.6,5.219039779,83.1,5.085947854,0.4,0.746716705,0,0.473746546,0,0.473746546,0.5,0.864455468,0.7,1.178629991,8.7,6.801010589,10673.01248,3400915.75
290,01073004200,3055248,0,Census Tract 42,Alabama,Jefferson County,1625,320,139,86,1386,318,4,8,0,12,0,12,0,12,6,12,90,79,8.6,5.017085798,85.3,10.0423295,0.2,0.489915499,0,0.738461538,0,0.738461538,0,0.738461538,0.4,0.734873248,5.5,4.737619324,11827.9016,4405396.325
291,01073004701,1130922,0,Census Tract 47.01,Alabama,Jefferson County,3802,619,2999,517,468,344,0,12,241,130,0,12,0,12,22,21,72,75,78.9,4.470320429,12.3,8.823131982,0,0.315623356,6.3,3.259792748,0,0.315623356,0,0.315623356,0.6,0.544247406,1.9,1.948402458,5244.26437,1630945.693
292,01073004702,2517630,5581,Census Tract 47.02,Alabama,Jefferson County,3506,394,3019,335,251,142,0,12,56,48,0,12,0,12,74,54,106,98,86.1,13.59930238,7.2,3.969488278,0,0.342270394,1.6,1.357263683,0,0.342270394,0,0.342270394,2.1,1.521843159,3,2.774481737,10905.16639,3639183.005
293,01073004800,1258970,0,Census Tract 48,Alabama,Jefferson County,2056,361,1883,353,56,51,0,12,0,12,0,12,0,12,54,61,63,65,91.6,6.015566211,2.7,2.434006053,0,0.583657588,0,0.583657588,0,0.583657588,0,0.583657588,2.6,2.930866546,3.1,3.115361499,7466.784385,1815247.095
294,01073004901,964653,0,Census Tract 49.01,Alabama,Jefferson County,971,132,652,99,210,110,0,12,43,31,0,12,18,28,10,11,38,27,67.1,4.541865544,21.6,10.94036721,0,1.235839341,4.4,3.13531216,0,1.235839341,1.9,2.872592507,1,1.124168419,3.9,2.729270392,6083.899837,1390827.54
295,01073004902,1131579,0,Census Tract 49.02,Alabama,Jefferson County,3635,567,2392,503,730,306,0,12,272,119,0,12,10,14,81,53,150,156,65.8,9.280239354,20.1,7.813612242,0,0.330123796,7.5,3.05858633,0,0.330123796,0.3,0.38274643,2.2,1.416010605,4.1,4.243064404,6294.958776,1631362.496
296,01073005000,2421360,0,Census Tract 50,Alabama,Jefferson County,3449,600,2415,485,403,178,0,12,359,204,0,12,18,27,41,33,213,103,70,7.026026665,11.7,4.743759175,0,0.347926935,10.4,5.630766656,0,0.347926935,0.5,0.777553075,1.2,0.934183377,6.2,2.786431765,8841.637727,3490262.886
297,01073005101,743008,0,Census Tract 51.01,Alabama,Jefferson County,900,312,10,7,849,309,0,12,0,12,0,12,0,12,13,14,28,45,1.1,0.675700114,94.3,10.45669353,0,1.333333333,0,1.333333333,0,1.333333333,0,1.333333333,1.4,1.47275653,3.1,4.882294318,4103.209421,1071205.671
298,01073005103,1739923,0,Census Tract 51.03,Alabama,Jefferson County,3264,614,233,294,2353,298,0,12,0,12,0,12,0,12,23,37,655,524,7.1,8.906693553,72.1,16.34791656,0,0.367647059,0,0.367647059,0,0.367647059,0,0.367647059,0.7,1.125801603,20.1,15.60379026,7620.885719,2507948.945
299,01073005104,1811291,0,Census Tract 51.04,Alabama,Jefferson County,2759,589,677,365,1773,431,0,12,34,34,0,12,0,12,56,80,219,139,24.5,12.14811788,64.3,7.471617778,0,0.434940196,1.2,1.203921326,0,0.434940196,0,0.434940196,2,2.867041877,7.9,4.744523147,8087.756932,2610033.079
300,01073005200,4595017,0,Census Tract 52,Alabama,Jefferson County,3942,617,192,220,3750,595,0,12,0,12,0,12,0,12,0,12,0,12,4.9,5.528610287,95.1,2.474729653,0,0.304414003,0,0.304414003,0,0.304414003,0,0.304414003,0,0.304414003,0,0.304414003,11958.94132,6622570.536
301,01073005302,5025529,0,Census Tract 53.02,Alabama,Jefferson County,3946,559,1779,340,2010,509,0,12,52,63,0,12,0,12,87,62,18,68,45.1,5.783734782,50.9,10.69194983,0,0.304105423,1.3,1.585601795,0,0.304105423,0,0.304105423,2.2,1.539855075,0.5,1.722052041,12350.93759,7258993.895
302,01073005500,8663897,82509,Census Tract 55,Alabama,Jefferson County,1650,373,312,236,1240,237,0,12,0,12,0,12,0,12,0,12,98,108,18.9,13.6493394,75.2,22.24709588,0,0.727272727,0,0.727272727,0,0.727272727,0,0.727272727,0,0.727272727,5.9,6.406265003,19196.11726,12631862.54
303,01073005600,4209848,0,Census Tract 56,Alabama,Jefferson County,4600,679,3676,639,544,329,0,12,0,12,0,12,0,12,0,12,380,338,79.9,7.336621884,11.8,6.935874578,0,0.260869565,0,0.260869565,0,0.260869565,0,0.260869565,0,0.260869565,8.3,7.245941618,14390.03708,6072946.326
304,01073005701,3264646,0,Census Tract 57.01,Alabama,Jefferson County,2094,343,8,17,2086,340,0,12,0,12,0,12,0,12,0,12,0,12,0.4,0.809427869,99.6,23.01952301,0,0.573065903,0,0.573065903,0,0.573065903,0,0.573065903,0,0.573065903,0,0.573065903,10537.33041,4703242.049
305,01073005702,2791815,0,Census Tract 57.02,Alabama,Jefferson County,2678,595,171,193,2507,576,0,12,0,12,0,12,0,12,0,12,0,12,6.4,7.065851994,93.6,5.477740341,0,0.448095594,0,0.448095594,0,0.448095594,0,0.448095594,0,0.448095594,0,0.448095594,9553.144845,4022706.191
306,01073005800,2545589,0,Census Tract 58,Alabama,Jefferson County,4025,666,1476,367,1930,536,43,73,95,88,13,21,14,23,0,12,454,299,36.7,6.805906807,48,10.69513052,1.1,1.805029445,2.4,2.151171919,0.3,0.518994828,0.3,0.568522846,0,0.298136646,11.3,7.190293971,13282.19277,3668566.537
307,01073005903,7957148,39652,Census Tract 59.03,Alabama,Jefferson County,5798,902,1679,490,3736,901,30,53,46,73,0,17,0,17,34,43,273,214,29,7.150316512,64.4,11.87428832,0.5,0.910557241,0.8,1.252990438,0,0.293204553,0,0.293204553,0.6,0.736002691,4.7,3.617510176,13752.32616,11556281.73
308,01073005905,5486705,0,Census Tract 59.05,Alabama,Jefferson County,7144,1420,747,216,5364,1306,17,25,0,17,0,17,0,17,96,77,920,539,10.5,2.195897341,75.1,10.55759044,0.2,0.346732734,0,0.237961926,0,0.237961926,0,0.237961926,1.3,1.044207304,12.9,7.097302849,13868.90614,7930206.216
309,01073005907,2171506,0,Census Tract 59.07,Alabama,Jefferson County,2886,1164,459,77,2387,1161,0,12,0,12,0,12,0,12,8,15,32,44,15.9,6.947391497,82.7,22.48390666,0,0.415800416,0,0.415800416,0,0.415800416,0,0.415800416,0.3,0.507583365,1.1,1.457537008,7791.429919,3139307.705
310,01073005908,2938194,21158,Census Tract 59.08,Alabama,Jefferson County,3069,461,484,186,2515,490,0,12,0,12,0,12,0,12,27,37,43,70,15.8,5.578450428,81.9,10.16807103,0,0.391006843,0,0.391006843,0,0.391006843,0,0.391006843,0.9,1.198339735,1.4,2.271142473,9872.856946,4279031.174
311,01073005909,4495285,0,Census Tract 59.09,Alabama,Jefferson County,2200,229,302,133,1800,255,0,12,10,18,0,12,0,12,84,82,4,7,13.7,5.874164649,81.8,7.862436557,0,0.545454545,0.5,0.816812627,0,0.545454545,0,0.545454545,3.8,3.706022802,0.2,0.317618467,14201.6307,6498354.963
312,01073005910,7282121,0,Census Tract 59.10,Alabama,Jefferson County,6071,1136,426,195,5480,1146,0,17,14,18,32,42,0,17,98,118,21,35,7,2.931364569,90.3,8.428724913,0,0.280019766,0.2,0.293334712,0.5,0.684746778,0,0.280019766,1.6,1.920053008,0.3,0.572866333,16322.33005,10531232.31
313,01073010001,11082025,0,Census Tract 100.01,Alabama,Jefferson County,4861,572,2408,577,2016,495,0,12,0,12,0,12,30,47,91,118,316,307,49.5,10.34012516,41.5,8.937517597,0,0.246862785,0,0.246862785,0,0.246862785,0.6,0.964148105,1.9,2.417468321,6.5,6.269076174,20304.21842,15961683.84
314,01073010002,8916326,0,Census Tract 100.02,Alabama,Jefferson County,4671,632,2818,549,1633,400,0,12,18,33,0,12,33,37,159,155,10,14,60.3,8.456399889,35,7.138482169,0,0.256904303,0.4,0.704560204,0,0.256904303,0.7,0.786332775,3.4,3.286229586,0.2,0.298318666,17854.29103,12834458.53
315,01073010100,2399267,0,Census Tract 101,Alabama,Jefferson County,1289,246,32,33,1197,228,0,12,0,12,0,12,0,12,60,76,0,12,2.5,2.515902511,92.9,25.03906351,0,0.930954228,0,0.930954228,0,0.930954228,0,0.930954228,4.7,5.82873705,0,0.930954228,8243.47987,3452896.97
316,01073010200,3738393,0,Census Tract 102,Alabama,Jefferson County,2751,561,546,355,1808,449,0,12,0,12,0,12,0,12,0,12,397,283,19.8,12.25325212,65.7,9.31470776,0,0.436205016,0,0.436205016,0,0.436205016,0,0.436205016,0,0.436205016,14.4,9.857246248,10216.23705,5378159.848
317,01073010301,2076633,0,Census Tract 103.01,Alabama,Jefferson County,2737,519,274,99,2326,523,0,12,0,12,0,12,0,12,86,112,51,80,10,3.078929142,85,10.26866277,0,0.438436244,0,0.438436244,0,0.438436244,0,0.438436244,3.1,4.048462269,1.9,2.901473166,7550.627935,2986859.353
318,01073010302,5180259,0,Census Tract 103.02,Alabama,Jefferson County,4354,862,51,67,3989,789,0,12,0,12,0,12,0,12,73,118,241,185,1.2,1.521240833,91.6,25.63932623,0,0.275608636,0,0.275608636,0,0.275608636,0,0.275608636,1.7,2.689747321,5.5,4.105222165,11438.92866,7453938.282
319,01073010401,3957210,0,Census Tract 104.01,Alabama,Jefferson County,3510,828,828,388,2569,692,0,12,0,12,0,12,0,12,53,50,60,69,23.6,9.551296206,73.2,9.517679729,0,0.341880342,0,0.341880342,0,0.341880342,0,0.341880342,1.5,1.37924871,1.7,1.924009195,11008.23509,5690431.184
320,01073010402,2410937,5682,Census Tract 104.02,Alabama,Jefferson County,2504,488,274,105,2080,491,0,12,0,12,0,12,112,163,18,26,20,31,10.9,3.610521437,83.1,11.06440946,0,0.479233227,0,0.479233227,0,0.479233227,4.5,6.450955285,0.7,1.028844238,0.8,1.228194189,8973.237987,3475003.832
321,01073010500,3494425,0,Census Tract 105,Alabama,Jefferson County,1152,282,216,105,805,291,0,12,0,12,0,12,0,12,32,48,99,76,18.8,7.874577048,69.9,18.58722097,0,1.041666667,0,1.041666667,0,1.041666667,0,1.041666667,2.8,4.110808022,8.6,6.252829623,10036.26639,5030467.091
322,01073010603,2040509,0,Census Tract 106.03,Alabama,Jefferson County,2038,438,113,62,1855,421,0,12,0,12,0,12,0,12,48,53,22,32,5.5,2.799101632,91,6.638304894,0,0.588812561,0,0.588812561,0,0.588812561,0,0.588812561,2.4,2.550851154,1.1,1.552932633,7536.943825,2939881.452
323,01073010701,961075,0,Census Tract 107.01,Alabama,Jefferson County,1454,233,868,187,238,121,0,12,0,12,0,12,23,34,121,126,204,153,59.7,8.596040072,16.4,7.89767181,0,0.825309491,0,0.825309491,0,0.825309491,1.6,2.324596965,8.3,8.562525066,14,10.27969884,6711.283458,1385061.61
324,01073010702,3130859,0,Census Tract 107.02,Alabama,Jefferson County,5589,661,4762,600,292,192,0,17,168,146,0,17,0,17,11,21,356,441,85.2,3.702207442,5.2,3.379293197,0,0.304168903,3,2.587971035,0,0.304168903,0,0.304168903,0.2,0.375016361,6.4,7.854455853,9955.125307,4511940.097
325,01073010703,1949914,0,Census Tract 107.03,Alabama,Jefferson County,2445,307,2292,318,62,77,8,14,5,8,0,12,0,12,57,64,21,23,93.7,5.533050981,2.5,3.133147473,0.3,0.571121355,0.2,0.326189273,0,0.490797546,0,0.490797546,2.3,2.60116801,0.9,0.934492965,6829.122548,2810047.201
326,01073010704,3031108,9854,Census Tract 107.04,Alabama,Jefferson County,5437,624,3735,589,1318,566,14,21,112,74,0,17,39,50,76,52,143,124,68.7,7.429501753,24.2,10.03149498,0.3,0.385110182,2.1,1.340353801,0,0.31267243,0.7,0.915932526,1.4,0.942858744,2.6,2.260605088,13678.30819,4380880.743
327,01073010705,2150207,0,Census Tract 107.05,Alabama,Jefferson County,4015,596,3645,564,70,72,0,12,47,42,0,12,0,12,85,86,168,159,90.8,3.964204473,1.7,1.774501568,0,0.298879203,1.2,1.03154339,0,0.298879203,0,0.298879203,2.1,2.118788257,4.2,3.911135087,8136.577872,3097916.165
328,01073010706,7462737,42449,Census Tract 107.06,Alabama,Jefferson County,4347,601,2486,416,822,367,0,12,255,190,0,12,0,12,265,252,519,535,57.2,5.391216282,18.9,8.027617002,0,0.27605245,5.9,4.294926532,0,0.27605245,0,0.27605245,6.1,5.735505145,11.9,12.1961403,14968.69917,10809347.55
329,01073010801,5032304,18719,Census Tract 108.01,Alabama,Jefferson County,7100,891,6696,928,103,83,0,17,205,220,0,17,0,17,40,65,56,49,94.3,5.546479763,1.5,1.154751304,0,0.23943662,2.9,3.077333288,0,0.23943662,0,0.23943662,0.6,0.912758911,0.8,0.683006057,17093.83219,7283180.571
330,01073010802,5575986,5889,Census Tract 108.02,Alabama,Jefferson County,3586,631,3553,630,8,11,6,10,0,12,0,12,0,12,4,7,15,23,99.1,2.166061139,0.2,0.304226297,0.2,0.27730371,0,0.33463469,0,0.33463469,0,0.33463469,0.1,0.194214284,0.4,0.637145854,19792.52782,8046425.067
331,01073010803,8513865,5292,Census Tract 108.03,Alabama,Jefferson County,6172,752,3963,762,1968,654,0,17,24,41,0,17,0,17,59,58,158,194,64.2,9.551000944,31.9,9.858351529,0,0.275437459,0.4,0.662598657,0,0.275437459,0,0.275437459,1,0.932482084,2.6,3.127713848,21746.57699,12287563.72
332,01073010804,7056256,0,Census Tract 108.04,Alabama,Jefferson County,2704,296,2647,284,19,23,0,12,26,37,0,12,0,12,12,17,0,12,97.9,15.00481819,0.7,0.847106712,0,0.443786982,1,1.364288836,0,0.443786982,0,0.443786982,0.4,0.62681849,0,0.443786982,18752.9071,10168673.75
333,01073010900,5549332,0,Census Tract 109,Alabama,Jefferson County,4850,356,1392,449,2834,586,12,19,10,17,0,12,0,12,112,99,490,385,28.7,9.01484074,58.4,11.29556498,0.2,0.391331378,0.2,0.350188576,0,0.24742268,0,0.24742268,2.3,2.034186997,10.1,7.903428552,16556.91292,8016130.535
334,01073011002,12786474,133297,Census Tract 110.02,Alabama,Jefferson County,1613,383,581,234,993,338,0,12,0,12,7,12,0,12,24,29,8,14,36,11.71781307,61.6,15.01412168,0,0.743955363,0,0.743955363,0.4,0.736784401,0,0.743955363,1.5,1.762837645,0.5,0.859921368,23377.37434,18654220.19
335,01073011108,9167466,0,Census Tract 111.08,Alabama,Jefferson County,4979,850,3907,761,792,355,0,12,59,56,0,12,0,12,92,102,129,134,78.5,7.358758331,15.9,6.592559841,0,0.241012251,1.2,1.106381562,0,0.241012251,0,0.241012251,1.8,2.024172396,2.6,2.654708721,17266.69506,13253899.83
336,01073011109,17076476,160026,Census Tract 111.09,Alabama,Jefferson County,5208,1413,4841,1401,120,111,7,11,15,23,0,17,0,17,127,147,98,82,93,9.361616214,2.3,2.03759352,0.1,0.208041628,0.3,0.434659817,0,0.326420891,0,0.326420891,2.4,2.74394423,1.9,1.489431356,32458.99015,24939053.14
337,01073011110,40239086,386431,Census Tract 111.10,Alabama,Jefferson County,5481,1017,3882,1010,1486,591,0,17,16,26,0,17,0,17,0,17,97,121,70.8,12.91730065,27.1,9.537280714,0,0.310162379,0.3,0.471263421,0,0.310162379,0,0.310162379,0,0.310162379,1.8,2.183067212,40675.67993,58887674.47
338,01073011205,9571825,20936,Census Tract 112.05,Alabama,Jefferson County,1857,313,1092,199,693,261,0,12,0,12,0,12,8,12,0,12,64,68,58.8,4.074014024,37.3,12.56886284,0,0.646203554,0,0.646203554,0,0.646203554,0.4,0.642110956,0,0.646203554,3.4,3.615450634,22360.05006,13891656.04
339,01073011206,53207767,1056974,Census Tract 112.06,Alabama,Jefferson County,5704,1174,3991,1057,1465,506,0,17,0,17,0,17,0,17,190,267,58,94,70,11.66214311,25.7,7.123886553,0,0.298036466,0,0.298036466,0,0.298036466,0,0.298036466,3.3,4.630446562,1,1.634623215,45397.30442,78681496.46
340,01073011207,5417381,8666,Census Tract 112.07,Alabama,Jefferson County,5020,781,1307,623,3315,619,0,17,6,10,0,17,0,17,166,225,226,192,26,11.73071406,66,6.8188392,0,0.338645418,0.1,0.198333401,0,0.338645418,0,0.338645418,3.3,4.452448502,4.5,3.76002204,12461.87022,7853261.441
341,01073011208,7531441,49888,Census Tract 112.08,Alabama,Jefferson County,4315,720,2033,458,1721,311,10,23,15,33,0,12,0,12,0,12,536,521,47.1,7.131332512,39.9,2.767140079,0.2,0.531619783,0.3,0.762571183,0,0.278099652,0,0.278099652,0,0.278099652,12.4,11.89492611,15368.11561,10974148.79
342,01073011209,4209283,0,Census Tract 112.09,Alabama,Jefferson County,3111,590,653,262,2102,434,0,12,0,12,0,12,0,12,179,240,177,211,21,7.421531861,67.6,5.515235166,0,0.385728062,0,0.385728062,0,0.385728062,0,0.385728062,5.8,7.636997706,5.7,6.696005228,13858.30187,6090976.757
343,01073011210,9005336,0,Census Tract 112.10,Alabama,Jefferson County,3511,603,918,286,2134,598,16,28,10,24,0,12,7,13,16,37,410,274,26.1,6.796291367,60.8,13.45834391,0.5,0.793643743,0.3,0.681813436,0,0.341782968,0.2,0.368678176,0.5,1.050920432,11.7,7.54193392,19057.13666,13035145.67
